
Nombre de imagen               PID Nombre de sesi�n N�m. de ses Uso de memor Estado          Nombre de usuario                                  Tiempo de CP T�tulo de ventana                                                       
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0         8 KB Unknown         NT AUTHORITY\SYSTEM                                    90:26:04 N/D                                                                     
vmmemWSL                      9168 Services                   0   302.376 KB Unknown         N/D                                                     0:05:37 N/D                                                                     
dllhost.exe                  14404 Console                    1    10.440 KB Running         PC_Ismael\Ismael NV                                     0:03:15 OleMainThreadWndName                                                    
dllhost.exe                  17936 Console                    1    10.508 KB Running         PC_Ismael\Ismael NV                                     0:00:00 OleMainThreadWndName                                                    
wslrelay.exe                 18124 Console                    1     9.292 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wslhost.exe                  18352 Console                    1    11.180 KB Running         PC_Ismael\Ismael NV                                     0:00:00 C:\Program Files\WSL\wslhost.exe                                        
conhost.exe                  18372 Console                    1     9.520 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wslhost.exe                  17996 Console                    1    11.160 KB Running         PC_Ismael\Ismael NV                                     0:00:00 C:\Program Files\WSL\wslhost.exe                                        
conhost.exe                  18028 Console                    1     9.532 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wsl.exe                      19268 Console                    1     7.116 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
conhost.exe                  19276 Console                    1     7.244 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wsl.exe                      19312 Console                    1    11.556 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wslhost.exe                  19356 Console                    1    10.904 KB Running         PC_Ismael\Ismael NV                                     0:00:00 C:\Program Files\WSL\wslhost.exe                                        
conhost.exe                  19376 Console                    1     9.532 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wsl.exe                       7744 Console                    1     7.116 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
conhost.exe                   1840 Console                    1     7.104 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
wsl.exe                      19204 Console                    1    11.604 KB Unknown         PC_Ismael\Ismael NV                                     0:00:01 N/D                                                                     
wslhost.exe                  19388 Console                    1    10.892 KB Running         PC_Ismael\Ismael NV                                     0:00:00 C:\Program Files\WSL\wslhost.exe                                        
conhost.exe                  16852 Console                    1     9.508 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
DataExchangeHost.exe          6944 Console                    1    35.800 KB Running         PC_Ismael\Ismael NV                                     0:00:00 OLEChannelWnd                                                           
BridgeCommunication.exe       2476 Console                    1    30.004 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
chrome.exe                   18492 Console                    1    89.180 KB Unknown         PC_Ismael\Ismael NV                                     0:00:04 N/D                                                                     
chrome.exe                   18224 Console                    1   215.024 KB Unknown         PC_Ismael\Ismael NV                                     0:00:29 N/D                                                                     
